Downloaded from https://mol.org on Oct 3, 2021. Inclusive species list based on approximate intersections with Political boundary polygon for the Mexico region. 


"Scientific Name","Common Name","Family","Taxonomic Group"
"Delphinus capensis","Long Beaked Common Dolphin","Delphinidae","Mammals"
"Myotis keaysi","Hairy Legged Myotis","Vespertilionidae","Mammals"
"Sorex sclateri","Sclater's Shrew","Soricidae","Mammals"
"Perognathus flavescens","Plains Pocket Mouse","Heteromyidae","Mammals"
"Chaetodipus hispidus","Hispid Pocket Mouse","Heteromyidae","Mammals"
"Peropteryx macrotis","Lesser Dog Like Bat","Emballonuridae","Mammals"
"Mustela frenata","Long Tailed Weasel","Mustelidae","Mammals"
"Corynorhinus townsendii","Townsend's Big-Eared Bat","Vespertilionidae","Mammals"
"Canis latrans","Coyote","Canidae","Mammals"
"Rheomys thomasi","Thomas's Water Mouse","Cricetidae","Mammals"
"Neotoma phenax","Sonoran Woodrat","Cricetidae","Mammals"
"Eumops nanus","null","Molossidae","Mammals"
"Lontra canadensis","Northern River Otter","Mustelidae","Mammals"
"Ototylomys phyllotis","Big-Eared Climbing Rat","Cricetidae","Mammals"
"Noctilio albiventris","Lesser Bulldog Bat","Noctilionidae","Mammals"
"Nasua narica","White-Nosed Coati","Procyonidae","Mammals"
"Myotis nigricans","Black Myotis","Vespertilionidae","Mammals"
"Cratogeomys fumosus","Smoky Pocket Gopher","Geomyidae","Mammals"
"Urocyon cinereoargenteus","Gray Fox","Canidae","Mammals"
"Cabassous centralis","Northern Naked-Tailed Armadillo","Dasypodidae","Mammals"
"Oryzomys couesi","Coues's Rice Rat","Cricetidae","Mammals"
"Procyon pygmaeus","Pygmy Raccoon","Procyonidae","Mammals"
"Bison bison","American Bison","Bovidae","Mammals"
"Promops centralis","Big Crested Mastiff Bat","Molossidae","Mammals"
"Myotis volans","Long Legged Myotis","Vespertilionidae","Mammals"
"Feresa attenuata","Pygmy Killer Whale","Delphinidae","Mammals"
"Lasiurus blossevillii","Red Bat","Vespertilionidae","Mammals"
"Habromys lophurus","Crested Tailed Deer Mouse","Cricetidae","Mammals"
"Sylvilagus cunicularius","Mexican Cottontail","Leporidae","Mammals"
"Reithrodontomys sumichrasti","Sumachrasti's Harvest Mouse","Cricetidae","Mammals"
"Nelsonia goldmani","Nelson And Coldman's Woodrat","Cricetidae","Mammals"
"Cynomops mexicanus","Mexican Dog Faced Bat","Molossidae","Mammals"
"Saccopteryx leptura","Lesser Sac Winged Bat","Emballonuridae","Mammals"
"Eschrichtius robustus","Gray Whale","Eschrichtiidae","Mammals"
"Lissodelphis borealis","Northern Right Whale Dolphin","Delphinidae","Mammals"
"Geomys tropicalis","Tropical Pocket Gopher","Geomyidae","Mammals"
"Erethizon dorsatum","North American Porcupine","Erethizontidae","Mammals"
"Leopardus wiedii","Tree Ocelot","Felidae","Mammals"
"Berardius bairdii","Baird's Beaked Whale","Ziphiidae","Mammals"
"Choeroniscus godmani","Godman's Long Tailed Bat","Phyllostomidae","Mammals"
"Perognathus amplus","Arizona Pocket Mouse","Heteromyidae","Mammals"
"Myotis auriculus","Southwestern Myotis","Vespertilionidae","Mammals"
"Myotis peninsularis","Peninsular Myotis","Vespertilionidae","Mammals"
"Notiosorex evotis","Large-Eared Grey Shrew","Soricidae","Mammals"
"Phyllostomus discolor","Pale Spear Nosed Bat","Phyllostomidae","Mammals"
"Trinycteris nicefori","Niceforo's Big-Eared Bat","Phyllostomidae","Mammals"
"Ammospermophilus harrisii","Harris's Antelope Squirrel","Sciuridae","Mammals"
"Uroderma bilobatum","Tent-Maiking Bat","Phyllostomidae","Mammals"
"Baiomys taylori","Northern Pygmy Mouse","Cricetidae","Mammals"
"Myotis melanorhinus","Dark-Nosed Small-Footed Myotis","Vespertilionidae","Mammals"
"Sorex macrodon","Large-Toothed Shrew","Soricidae","Mammals"
"Mus musculus","House Mouse","Muridae","Mammals"
"Stenella attenuata","Pantropical Spotted Dolphin","Delphinidae","Mammals"
"Artibeus jamaicensis","Jamaican Fruit Eating Bat","Phyllostomidae","Mammals"
"Peponocephala electra","Melon-Headed Whale","Delphinidae","Mammals"
"Heteromys irroratus","null","Heteromyidae","Mammals"
"Sorex saussurei","Saussure's Shrew","Soricidae","Mammals"
"Reithrodontomys tenuirostris","Narrow-Nosed Harvest Mouse","Cricetidae","Mammals"
"Peromyscus gymnotis","Naked Eared Deer Mouse","Cricetidae","Mammals"
"Neotoma lepida","Desert Woodrat","Cricetidae","Mammals"
"Peromyscus madrensis","Tres Marias Island Mouse","Cricetidae","Mammals"
"Reithrodontomys chrysopsis","Volcano Harvest Mouse","Cricetidae","Mammals"
"Tapirus bairdii","Baird's Tapir","Tapiridae","Mammals"
"Chaetodipus spinatus","Spiny Pocket Mouse","Heteromyidae","Mammals"
"Sciurus deppei","Deppe's Squirrel","Sciuridae","Mammals"
"Cratogeomys perotensis","Cofre De Perote Pocket Gopher","Geomyidae","Mammals"
"Peromyscus merriami","Mesquite Mouse","Cricetidae","Mammals"
"Pteronotus mesoamericanus","null","Mormoopidae","Mammals"
"Microtus umbrosus","Zempoaltepec Vole","Cricetidae","Mammals"
"Notiosorex crawfordi","Desert Shrew","Soricidae","Mammals"
"Spilogale pygmaea","Pygmy Spotted Skunk","Mephitidae","Mammals"
"Centronycteris centralis","Thomas's Shaggy Bat","Emballonuridae","Mammals"
"Antilocapra americana","Pronghorn","Antilocapridae","Mammals"
"Steno bredanensis","Rough Toothed Dolphin","Delphinidae","Mammals"
"Rhogeessa alleni","Allen's Yellow Bat","Vespertilionidae","Mammals"
"Neotoma goldmani","Goldman's Woodrat","Cricetidae","Mammals"
"Arctocephalus townsendi","Guadalupe Fur Seal","Otariidae","Mammals"
"Glossophaga commissarisi","Commissaris's Long-Tongued Bat","Phyllostomidae","Mammals"
"Diaemus youngi","White Winged Vampire Bat","Phyllostomidae","Mammals"
"Heteromys spectabilis","null","Heteromyidae","Mammals"
"Peromyscus truei","Pinyon Mouse","Cricetidae","Mammals"
"Geomys personatus","Texas Pocket Gopher","Geomyidae","Mammals"
"Peromyscus melanocarpus","Black-Wristed Deer Mouse","Cricetidae","Mammals"
"Thyroptera tricolor","Spix's Disk-Winged Bat","Thyropteridae","Mammals"
"Macrophyllum macrophyllum","Long Legged Bat","Phyllostomidae","Mammals"
"Neotoma devia","Arizona Woodrat","Cricetidae","Mammals"
"Peromyscus stephani","San Esteban Island Mouse","Cricetidae","Mammals"
"Chaetodipus californicus","California Pocket Mouse","Heteromyidae","Mammals"
"Mirounga angustirostris","Northern Elephant Seal","Phocidae","Mammals"
"Lepus californicus","Black-Tailed Jackrabbit","Leporidae","Mammals"
"Trachops cirrhosus","Fringe Lipped Bat","Phyllostomidae","Mammals"
"Peromyscus pseudocrinitus","False Canyon Mouse","Cricetidae","Mammals"
"Ondatra zibethicus","Musk Rat","Cricetidae","Mammals"
"Mormoops megalophylla","Ghost-Faced Bat","Mormoopidae","Mammals"
"Myotis evotis","Long Eared Myotis","Vespertilionidae","Mammals"
"Peromyscus hooperi","Hooper's Mouse","Cricetidae","Mammals"
"Myotis fortidens","Cinnamon Myotis","Vespertilionidae","Mammals"
"Rhogeessa gracilis","Slender Yellow Bat","Vespertilionidae","Mammals"
"Ammospermophilus leucurus","White Tailed Antelope Squirrel","Sciuridae","Mammals"
"Lophostoma brasiliense","Pygmy Round Eared Bat","Phyllostomidae","Mammals"
"Antrozous pallidus","Pallid Bat","Vespertilionidae","Mammals"
"Sorex stizodon","San Cristobal Shrew","Soricidae","Mammals"
"Peromyscus levipes","Nimble Footed Mouse","Cricetidae","Mammals"
"Dipodomys nelsoni","Nelson's Kangaroo Rat","Heteromyidae","Mammals"
"Eumops hansae","Sanborn's Bonneted Bat","Molossidae","Mammals"
"Peromyscus melanotis","Black-Eared Mouse","Cricetidae","Mammals"
"Megadontomys thomasi","Thomas's Giant Deer Mouse","Cricetidae","Mammals"
"Handleyomys saturatior","Cloud Forest Rice Rat","Cricetidae","Mammals"
"Sigmodon arizonae","Arizona Cotton Rat","Cricetidae","Mammals"
"Chaetodipus baileyi","Bailey's Pocket Mouse","Heteromyidae","Mammals"
"Stenella frontalis","Atlantic Spotted Dolphin","Delphinidae","Mammals"
"Balaenoptera physalus","Fin Whale","Balaenopteridae","Mammals"
"Ziphius cavirostris","Cuvier's Beaked Whale","Ziphiidae","Mammals"
"Conepatus semistriatus","Striped Hog-Nosed Skunk","Mephitidae","Mammals"
"Scotinomys teguina","Alston's Brown Mouse","Cricetidae","Mammals"
"Neotoma leucodon","White-Toothed Woodrat","Cricetidae","Mammals"
"Chiroderma salvini","Salvin's Big-Eyed Bat","Phyllostomidae","Mammals"
"Perognathus flavus","Silky Pocket Mouse","Heteromyidae","Mammals"
"Megasorex gigas","Mexican Shrew","Soricidae","Mammals"
"Cryptotis tropicalis","Tropical Small-Eared Shrew","Soricidae","Mammals"
"Microtus californicus","California Vole","Cricetidae","Mammals"
"Saccopteryx bilineata","Greater Sac Winged Bat","Emballonuridae","Mammals"
"Grampus griseus","Risso's Dolphin","Delphinidae","Mammals"
"Lasiurus borealis","Red Bat","Vespertilionidae","Mammals"
"Sorex milleri","Carmen Mountain Shrew","Soricidae","Mammals"
"Puma concolor","Cougar","Felidae","Mammals"
"Peromyscus interparietalis","San Lorenzo Deermouse","Cricetidae","Mammals"
"Sylvilagus bachmani","Brush Rabbit","Leporidae","Mammals"
"Chironectes minimus","Water Opossum","Didelphidae","Mammals"
"Cryptotis goodwini","Goodwin's Small Eared Shrew","Soricidae","Mammals"
"Peromyscus boylii","Brush Mouse","Cricetidae","Mammals"
"Reithrodontomys gracilis","Slender Harvest Mouse","Cricetidae","Mammals"
"Ammospermophilus interpres","Texas Antelope Squirrel","Sciuridae","Mammals"
"Peromyscus slevini","Catalina Deer Mouse","Cricetidae","Mammals"
"Myotis vivesi","Fish-Eating Bat","Vespertilionidae","Mammals"
"Cryptotis magna","Big Small Eared Shrew","Soricidae","Mammals"
"Heteromys salvini","null","Heteromyidae","Mammals"
"Neotoma micropus","Southern Plains Woodrat","Cricetidae","Mammals"
"Sigmodon ochrognathus","Yellow Nosed Cotton Rat","Cricetidae","Mammals"
"Nycticeius humeralis","Evening Bat","Vespertilionidae","Mammals"
"Rhynchonycteris naso","Proboscis Bat","Emballonuridae","Mammals"
"Vulpes macrotis","Kit Fox","Canidae","Mammals"
"Sciurus arizonensis","Arizona Gray Squirrel","Sciuridae","Mammals"
"Myrmecophaga tridactyla","Giant Anteater","Myrmecophagidae","Mammals"
"Bassariscus astutus","Ringtail","Procyonidae","Mammals"
"Chaetodipus intermedius","Rock Pocket Mouse","Heteromyidae","Mammals"
"Stenella longirostris","Spinner Dolphin","Delphinidae","Mammals"
"Xenomys nelsoni","Magdalena Rat","Cricetidae","Mammals"
"Cryptotis alticola","Central Mexican Broad-Clawed Shrew","Soricidae","Mammals"
"Sciurus nayaritensis","Mexican Fox Squirrel","Sciuridae","Mammals"
"Rhogeessa bickhami","null","Vespertilionidae","Mammals"
"Pteronotus gymnonotus","Big Naked-Backed Bat","Mormoopidae","Mammals"
"Natalus mexicanus","Mexican Greater Funnel-Eared Bat","Natalidae","Mammals"
"Otonyctomys hatti","Hatt's Vesper Mouse","Cricetidae","Mammals"
"Tylomys tumbalensis","Tumbalá Climbing Rat","Cricetidae","Mammals"
"Balaenoptera acutorostrata","Common Minke Whale","Balaenopteridae","Mammals"
"Dipodomys merriami","Merriam's Kangaroo Rat","Heteromyidae","Mammals"
"Sigmodon leucotis","White Eared Cotton Rat","Cricetidae","Mammals"
"Sorex oreopolus","Mexican Long-Tailed Shrew","Soricidae","Mammals"
"Onychomys arenicola","Mearns's Grasshopper Mouse","Cricetidae","Mammals"
"Sorex ornatus","Ornate Shrew","Soricidae","Mammals"
"Reithrodontomys montanus","Plains Harvest Mouse","Cricetidae","Mammals"
"Eptesicus fuscus","Big Brown Bat","Vespertilionidae","Mammals"
"Sigmodon mascotensis","Jaliscan Cotton Rat","Cricetidae","Mammals"
"Galictis vittata","Greater Grison","Mustelidae","Mammals"
"Peromyscus bullatus","Perote Mouse","Cricetidae","Mammals"
"Alouatta pigra","Guatemalan Black Howler","Atelidae","Mammals"
"Sciurus aberti","Abert's Squirrel","Sciuridae","Mammals"
"Bauerus dubiaquercus","Van Gelder's Bat","Vespertilionidae","Mammals"
"Peromyscus beatae","Orizaba Deermouse","Cricetidae","Mammals"
"Didelphis virginiana","Virginia Opossum","Didelphidae","Mammals"
"Notiosorex cockrumi","Cockrum's Grey Shrew","Soricidae","Mammals"
"Perognathus merriami","Great Basin Pocket Mouse","Heteromyidae","Mammals"
"Orthogeomys grandis","Giant Pocket Gopher","Geomyidae","Mammals"
"Marmosa mexicana","Mexican Mouse Opossum","Didelphidae","Mammals"
"Pipistrellus subflavus","Eastern Pipistrelle","Vespertilionidae","Mammals"
"Mazama pandora","Yucatan Brown Brocket","Cervidae","Mammals"
"Euderma maculatum","Spotted Bat","Vespertilionidae","Mammals"
"Molossus pretiosus","Miller's Mastiff Bat","Molossidae","Mammals"
"Desmodus rotundus","Common Vampire Bat","Phyllostomidae","Mammals"
"Molossus alvarezi","null","Molossidae","Mammals"
"Uroderma magnirostrum","Brown Tent-Making Bat","Phyllostomidae","Mammals"
"Peromyscus winkelmanni","Coalcolman Deer Mouse","Cricetidae","Mammals"
"Chaetodipus rudinoris","Baja Pocket Mouse","Heteromyidae","Mammals"
"Peromyscus eremicus","Cactus Mouse","Cricetidae","Mammals"
"Sylvilagus floridanus","Eastern Cottontail","Leporidae","Mammals"
"Nyctinomops femorosaccus","Pocketed Free-Tailed Bat","Molossidae","Mammals"
"Osgoodomys banderanus","Michoacan Deer Mouse","Cricetidae","Mammals"
"Reithrodontomys mexicanus","Mexican Harvest Mouse","Cricetidae","Mammals"
"Chaetodipus goldmani","Goldman's Pocket Mouse","Heteromyidae","Mammals"
"Sylvilagus audubonii","Desert Cottontail","Leporidae","Mammals"
"Kogia breviceps","Pygmy Sperm Whale","Physeteridae","Mammals"
"Reithrodontomys burti","Sonoran Harvest Mouse","Cricetidae","Mammals"
"Hodomys alleni","Allen's Woodrat","Cricetidae","Mammals"
"Kogia sima","Dwarf Sperm Whale","Physeteridae","Mammals"
"Mazama temama","Central American Red Brocket","Cervidae","Mammals"
"Macrotus waterhousii","Waterhouse's Leaf Nosed Bat","Phyllostomidae","Mammals"
"Peromyscus zarhynchus","Chiapan Deer Mouse","Cricetidae","Mammals"
"Balantiopteryx plicata","Gray Sac-Winged Bat","Emballonuridae","Mammals"
"Dipodomys spectabilis","Banner Tailed Kangaroo Rat","Heteromyidae","Mammals"
"Lasiurus seminolus","Seminole Bat","Vespertilionidae","Mammals"
"Spilogale gracilis","Western Spotted Skunk","Mephitidae","Mammals"
"Lophostoma evotis","Davis's Round-Eared Bat","Phyllostomidae","Mammals"
"Eumops underwoodi","Underwood's Bonneted Bat","Molossidae","Mammals"
"Pseudorca crassidens","False Killer Whale","Delphinidae","Mammals"
"Peromyscus pectoralis","White Ankled Mouse","Cricetidae","Mammals"
"Nyctinomops macrotis","Big Free-Tailed Bat","Molossidae","Mammals"
"Peromyscus yucatanicus","Yucatan Deer Mouse","Cricetidae","Mammals"
"Sciurus griseus","Western Gray Squirrel","Sciuridae","Mammals"
"Hylonycteris underwoodi","Underwood's Long-Tongued Bat","Phyllostomidae","Mammals"
"Peromyscus caniceps","Monserrat Island Deermouse","Cricetidae","Mammals"
"Anoura geoffroyi","Geoffroy's Tailless Bat","Phyllostomidae","Mammals"
"Centurio senex","Wrinkle Faced Bat","Phyllostomidae","Mammals"
"Cryptotis nelsoni","Nelson's Small Eared Shrew","Soricidae","Mammals"
"Peromyscus dickeyi","Dickey's Deer Mouse","Cricetidae","Mammals"
"Peromyscus perfulvus","Marsh Mouse","Cricetidae","Mammals"
"Molossus sinaloae","Sinaloan Mastiff Bat","Molossidae","Mammals"
"Peromyscus melanurus","Black-Tailed Deer Mouse","Cricetidae","Mammals"
"Chaetodipus nelsoni","Nelson's Pocket Mouse","Heteromyidae","Mammals"
"Lasiurus ega","Southern Yellow Bat","Vespertilionidae","Mammals"
"Myotis albescens","Silver-Tipped Myotis","Vespertilionidae","Mammals"
"Ateles geoffroyi","Central American Spider Monkey","Atelidae","Mammals"
"Lepus insularis","Black Jackrabbit","Leporidae","Mammals"
"Conepatus leuconotus","American Hog Nosed Skunk","Mephitidae","Mammals"
"Stenella coeruleoalba","Striped Dolphin","Delphinidae","Mammals"
"Glyphonycteris sylvestris","Tricolored Bat","Phyllostomidae","Mammals"
"Sylvilagus graysoni","Tres Marias Cottontail","Leporidae","Mammals"
"Eira barbara","Greyheaded Tayra","Mustelidae","Mammals"
"Delphinus delphis","Atlantic Dolphin","Delphinidae","Mammals"
"Glossophaga soricina","Pallas's Long Tongued Bat","Phyllostomidae","Mammals"
"Glossophaga leachii","Gray Long Tongued Bat","Phyllostomidae","Mammals"
"Peromyscus leucopus","White-Footed Mouse","Cricetidae","Mammals"
"Dipodomys deserti","Desert Kangaroo Rat","Heteromyidae","Mammals"
"Mesoplodon densirostris","Blainville's Beaked Whale","Ziphiidae","Mammals"
"Chaetodipus arenarius","Little Desert Pocket Mouse","Heteromyidae","Mammals"
"Peromyscus gratus","Osgood's Mouse","Cricetidae","Mammals"
"Lampronycteris brachyotis","Yellow Throated Big Eared Bat","Phyllostomidae","Mammals"
"Sorex monticolus","Montane Shrew","Soricidae","Mammals"
"Mephitis macroura","Hooded Skunk","Mephitidae","Mammals"
"Nyctomys sumichrasti","Vesper Rat","Cricetidae","Mammals"
"Sigmodon hispidus","Hispid Cotton Rat","Cricetidae","Mammals"
"Scalopus aquaticus","Eastern Mole","Talpidae","Mammals"
"Reithrodontomys fulvescens","Fulvous Harvest Mouse","Cricetidae","Mammals"
"Chaetodipus formosus","Long Tailed Pocket Mouse","Heteromyidae","Mammals"
"Peromyscus megalops","Brown Deer Mouse","Cricetidae","Mammals"
"Molossus molossus","Pallas's Mastiff Bat","Molossidae","Mammals"
"Onychomys leucogaster","Northern Grasshopper Mouse","Cricetidae","Mammals"
"Rhogeessa mira","Least Yellow Bat","Vespertilionidae","Mammals"
"Cryptotis phillipsii","Phillip's Small-Eared Shrew","Soricidae","Mammals"
"Mimon crenulatum","Striped Hairy Nosed Bat","Phyllostomidae","Mammals"
"Micronycteris schmidtorum","Schmidts's Big Eared Bat","Phyllostomidae","Mammals"
"Myotis californicus","California Myotis","Vespertilionidae","Mammals"
"Sigmodon toltecus","Toltec Cotton Rat","Cricetidae","Mammals"
"Mephitis mephitis","Striped Skunk","Mephitidae","Mammals"
"Metachirus nudicaudatus","Brown Four-Eyed Opossum","Didelphidae","Mammals"
"Pteronotus personatus","Wagner's Mustached Bat","Mormoopidae","Mammals"
"Lepus callotis","Gaillard Jack Rabbit","Leporidae","Mammals"
"Cratogeomys castanops","Yellow-Faced Pocket Gopher","Geomyidae","Mammals"
"Sciurus variegatoides","Variegated Squirrel","Sciuridae","Mammals"
"Procyon lotor","Raccoon","Procyonidae","Mammals"
"Balaenoptera musculus","Blue Whale","Balaenopteridae","Mammals"
"Cryptotis merriami","Merriam's Small-Eared Shrew","Soricidae","Mammals"
"Spilogale putorius","Eastern Spotted Skunk","Mephitidae","Mammals"
"Peromyscus crinitus","Canyon Mouse","Cricetidae","Mammals"
"Eumops perotis","Western Bonneted Bat","Molossidae","Mammals"
"Microtus quasiater","Jalapan Pine Vole","Cricetidae","Mammals"
"Sylvilagus brasiliensis","Forest Rabbit","Leporidae","Mammals"
"Handleyomys melanotis","Black-Eared Rice Rat","Cricetidae","Mammals"
"Cynomys ludovicianus","Black Tailed Prairie Dog","Sciuridae","Mammals"
"Sorex emarginatus","Zacatecas Shrew","Soricidae","Mammals"
"Thomomys bottae","Botta's Pocket Gopher","Geomyidae","Mammals"
"Peromyscus simulus","Nayarit Deer Mouse","Cricetidae","Mammals"
"Myotis thysanodes","Fringed Myotis","Vespertilionidae","Mammals"
"Pappogeomys bulleri","Buller's Pocket Gopher","Geomyidae","Mammals"
"Diphylla ecaudata","Hairy Legged Vampire Bat","Phyllostomidae","Mammals"
"Noctilio leporinus","Greater Bulldog Bat","Noctilionidae","Mammals"
"Perognathus longimembris","Little Pocket Mouse","Heteromyidae","Mammals"
"Spilogale angustifrons","Southern Spotted Skunk","Mephitidae","Mammals"
"Balaenoptera borealis","Sei Whale","Balaenopteridae","Mammals"
"Peromyscus schmidlyi","Schmidly's Deer Mouse","Cricetidae","Mammals"
"Leptonycteris yerbabuenae","Lesser Long Nosed Bat","Phyllostomidae","Mammals"
"Cryptotis griseoventris","Guatamalan Small Eared Shrew","Soricidae","Mammals"
"Sorex arizonae","Arizona Shrew","Soricidae","Mammals"
"Chrotopterus auritus","Big Eared Woolly Bat","Phyllostomidae","Mammals"
"Lasiurus intermedius","Northern Yellow Bat","Vespertilionidae","Mammals"
"Dasyprocta punctata","Central American Agouti","Dasyproctidae","Mammals"
"Habromys simulatus","Jico Deer Mouse","Cricetidae","Mammals"
"Tonatia saurophila","Stripe-Headed Round-Eared Bat","Phyllostomidae","Mammals"
